GEOIDUS,GEODISPLAB,GCTARGID,GEOID,GCDISPLAB,GCLAB,2010,2011,2012,2013,2014,2015,2016
0100000US,United States,310M300US35460,35460,"United States - Newport, TN Micro Area","Newport, TN Micro Area",35644,35372,35450,35287,35230,35096,35219
0100000US,United States,310M300US35500,35500,"United States - Newton, IA Micro Area","Newton, IA Micro Area",36819,36631,36566,36743,36830,36729,36708
0100000US,United States,310M300US35580,35580,"United States - New Ulm, MN Micro Area","New Ulm, MN Micro Area",25856,25665,25412,25279,25295,25317,25331
0100000US,United States,310M300US35700,35700,"United States - Nogales, AZ Micro Area","Nogales, AZ Micro Area",47409,47600,47321,46903,46387,46137,45985
0100000US,United States,310M300US35740,35740,"United States - Norfolk, NE Micro Area","Norfolk, NE Micro Area",48322,48390,48405,48482,48441,48185,48118
0100000US,United States,310M300US35820,35820,"United States - North Platte, NE Micro Area","North Platte, NE Micro Area",37568,37360,37277,37309,36945,36871,36815
0100000US,United States,310M300US35860,35860,"United States - North Vernon, IN Micro Area","North Vernon, IN Micro Area",28474,28195,28182,28279,27985,27913,27758
0100000US,United States,310M300US35900,35900,"United States - North Wilkesboro, NC Micro Area","North Wilkesboro, NC Micro Area",69195,69189,69279,69073,68827,68519,68740
0100000US,United States,310M300US35940,35940,"United States - Norwalk, OH Micro Area","Norwalk, OH Micro Area",59578,59395,59243,58832,58639,58366,58439
0100000US,United States,310M300US36020,36020,"United States - Oak Harbor, WA Micro Area","Oak Harbor, WA Micro Area",78708,79005,79274,78593,79266,80796,82636
0100000US,United States,310M300US36300,36300,"United States - Ogdensburg-Massena, NY Micro Area","Ogdensburg-Massena, NY Micro Area",111821,112468,112621,112253,111800,110935,110038
0100000US,United States,310M300US36340,36340,"United States - Oil City, PA Micro Area","Oil City, PA Micro Area",54963,54713,54232,53905,53479,53101,52582
0100000US,United States,310M300US36380,36380,"United States - Okeechobee, FL Micro Area","Okeechobee, FL Micro Area",40028,39449,39287,38989,39101,39409,40314
0100000US,United States,310M300US36460,36460,"United States - Olean, NY Micro Area","Olean, NY Micro Area",80249,79839,79365,78958,78621,77909,77677
0100000US,United States,310M300US36580,36580,"United States - Oneonta, NY Micro Area","Oneonta, NY Micro Area",62192,61982,61805,61558,60907,60530,60097
0100000US,United States,310M300US36620,36620,"United States - Ontario, OR-ID Micro Area","Ontario, OR-ID Micro Area",53985,53351,53291,53186,53131,53160,53465
0100000US,United States,310M300US36660,36660,"United States - Opelousas, LA Micro Area","Opelousas, LA Micro Area",83495,83422,83490,83510,83823,83790,83883
0100000US,United States,310M300US36700,36700,"United States - Orangeburg, SC Micro Area","Orangeburg, SC Micro Area",92292,91713,91397,90598,89886,88869,87903
0100000US,United States,310M300US36820,36820,"United States - Oskaloosa, IA Micro Area","Oskaloosa, IA Micro Area",22401,22510,22419,22403,22326,22291,22181
0100000US,United States,310M300US36830,36830,"United States - Othello, WA Micro Area","Othello, WA Micro Area",18809,18875,18925,19061,19127,19150,19238
0100000US,United States,310M300US36840,36840,"United States - Ottawa, KS Micro Area","Ottawa, KS Micro Area",26009,25879,25859,25770,25567,25559,25560
0100000US,United States,310M300US36860,36860,"United States - Ottawa-Peru, IL Micro Area","Ottawa-Peru, IL Micro Area",154749,154302,153339,152598,151557,150411,149612
0100000US,United States,310M300US36900,36900,"United States - Ottumwa, IA Micro Area","Ottumwa, IA Micro Area",44418,44194,44054,44141,43989,44025,43842
0100000US,United States,310M300US36940,36940,"United States - Owatonna, MN Micro Area","Owatonna, MN Micro Area",36504,36562,36295,36375,36547,36683,36805
0100000US,United States,310M300US37020,37020,"United States - Owosso, MI Micro Area","Owosso, MI Micro Area",70602,69952,69263,68825,68839,68517,68554
0100000US,United States,310M300US37060,37060,"United States - Oxford, MS Micro Area","Oxford, MS Micro Area",47563,48416,50367,51633,52154,53014,53796
0100000US,United States,310M300US37080,37080,"United States - Oxford, NC Micro Area","Oxford, NC Micro Area",57649,57657,57764,58034,58329,58549,59031
0100000US,United States,310M300US37120,37120,"United States - Ozark, AL Micro Area","Ozark, AL Micro Area",50360,50119,50296,49753,49389,49370,49226
0100000US,United States,310M300US37140,37140,"United States - Paducah, KY-IL Micro Area","Paducah, KY-IL Micro Area",98734,98894,98543,97981,97783,97268,97143
0100000US,United States,310M300US37220,37220,"United States - Pahrump, NV Micro Area","Pahrump, NV Micro Area",43858,44043,43658,42922,42903,43086,43423
0100000US,United States,310M300US37260,37260,"United States - Palatka, FL Micro Area","Palatka, FL Micro Area",74245,73688,73021,72377,71936,71910,72277
0100000US,United States,310M300US37300,37300,"United States - Palestine, TX Micro Area","Palestine, TX Micro Area",58482,58350,58019,57894,57725,57487,57734
0100000US,United States,310M300US37420,37420,"United States - Pampa, TX Micro Area","Pampa, TX Micro Area",22458,22581,22834,22926,23420,23236,22725
0100000US,United States,310M300US37500,37500,"United States - Paragould, AR Micro Area","Paragould, AR Micro Area",42187,42732,43166,43078,43717,44167,44598
0100000US,United States,310M300US37540,37540,"United States - Paris, TN Micro Area","Paris, TN Micro Area",32404,32379,32373,32253,32315,32205,32310
0100000US,United States,310M300US37580,37580,"United States - Paris, TX Micro Area","Paris, TX Micro Area",49818,49945,49837,49278,49586,49636,49791
0100000US,United States,310M300US37660,37660,"United States - Parsons, KS Micro Area","Parsons, KS Micro Area",21544,21424,21206,20913,20852,20749,20444
0100000US,United States,310M300US37740,37740,"United States - Payson, AZ Micro Area","Payson, AZ Micro Area",53539,53486,53036,53039,53124,53138,53556
0100000US,United States,310M300US37780,37780,"United States - Pecos, TX Micro Area","Pecos, TX Micro Area",13815,13777,13925,14126,14429,14789,14921
0100000US,United States,310M300US37800,37800,"United States - Pella, IA Micro Area","Pella, IA Micro Area",33232,33319,33315,33077,33261,33141,33189
0100000US,United States,310M300US37940,37940,"United States - Peru, IN Micro Area","Peru, IN Micro Area",36799,36590,36504,36145,36031,35902,35883
0100000US,United States,310M300US38100,38100,"United States - Picayune, MS Micro Area","Picayune, MS Micro Area",55723,55463,55092,54943,55325,55163,55310
0100000US,United States,310M300US38180,38180,"United States - Pierre, SD Micro Area","Pierre, SD Micro Area",21414,21642,21837,21831,21990,21889,22014
0100000US,United States,310M300US38240,38240,"United States - Pinehurst-Southern Pines, NC Micro Area","Pinehurst-Southern Pines, NC Micro Area",88607,89389,90376,91638,93126,94436,95776
0100000US,United States,310M300US38260,38260,"United States - Pittsburg, KS Micro Area","Pittsburg, KS Micro Area",39177,39198,39369,39312,39327,39231,39164
0100000US,United States,310M300US38380,38380,"United States - Plainview, TX Micro Area","Plainview, TX Micro Area",36300,36387,36284,35751,34537,34201,34263
0100000US,United States,310M300US38420,38420,"United States - Platteville, WI Micro Area","Platteville, WI Micro Area",51204,51244,51018,51219,51861,52303,52214
0100000US,United States,310M300US38460,38460,"United States - Plattsburgh, NY Micro Area","Plattsburgh, NY Micro Area",82068,81852,81869,81749,81682,81154,81073
0100000US,United States,310M300US38500,38500,"United States - Plymouth, IN Micro Area","Plymouth, IN Micro Area",47007,46951,46972,46945,46938,46756,46556
0100000US,United States,310M300US38580,38580,"United States - Point Pleasant, WV-OH Micro Area","Point Pleasant, WV-OH Micro Area",58444,58325,58076,57728,57421,57115,56840
0100000US,United States,310M300US38620,38620,"United States - Ponca City, OK Micro Area","Ponca City, OK Micro Area",46429,45815,45681,45550,45508,45309,44943
0100000US,United States,310M300US38700,38700,"United States - Pontiac, IL Micro Area","Pontiac, IL Micro Area",38872,38840,38553,37444,37116,36749,36526
0100000US,United States,310M300US38740,38740,"United States - Poplar Bluff, MO Micro Area","Poplar Bluff, MO Micro Area",42797,42989,43004,42970,42865,42859,42739
0100000US,United States,310M300US38780,38780,"United States - Portales, NM Micro Area","Portales, NM Micro Area",20007,20461,20341,19996,19599,19074,19082
0100000US,United States,310M300US38820,38820,"United States - Port Angeles, WA Micro Area","Port Angeles, WA Micro Area",71529,71775,71824,72206,72722,73522,74570
0100000US,United States,310M300US38840,38840,"United States - Port Clinton, OH Micro Area","Port Clinton, OH Micro Area",41394,41391,41307,41086,41019,40859,40636
0100000US,United States,310M300US38920,38920,"United States - Port Lavaca, TX Micro Area","Port Lavaca, TX Micro Area",21327,21353,21573,21759,21805,21922,21965
0100000US,United States,310M300US39020,39020,"United States - Portsmouth, OH Micro Area","Portsmouth, OH Micro Area",79529,79226,78586,78068,77338,76752,76088
0100000US,United States,310M300US39060,39060,"United States - Pottsville, PA Micro Area","Pottsville, PA Micro Area",148213,147621,147302,146758,145559,144321,143573
0100000US,United States,310M300US39220,39220,"United States - Price, UT Micro Area","Price, UT Micro Area",21421,21329,21242,20935,20659,20430,20399
0100000US,United States,310M300US39260,39260,"United States - Prineville, OR Micro Area","Prineville, OR Micro Area",20899,20675,20642,20776,21036,21647,22570
0100000US,United States,310M300US39420,39420,"United States - Pullman, WA Micro Area","Pullman, WA Micro Area",44799,45088,46662,46870,46936,48150,48851
0100000US,United States,310M300US39500,39500,"United States - Quincy, IL-MO Micro Area","Quincy, IL-MO Micro Area",77351,77445,77323,77133,77147,77160,76712
0100000US,United States,310M300US39700,39700,"United States - Raymondville, TX Micro Area","Raymondville, TX Micro Area",22204,22129,22139,21977,21909,21883,21810
0100000US,United States,310M300US39780,39780,"United States - Red Bluff, CA Micro Area","Red Bluff, CA Micro Area",63571,63254,63133,62835,62756,63073,63276
0100000US,United States,310M300US39860,39860,"United States - Red Wing, MN Micro Area","Red Wing, MN Micro Area",46201,46282,46399,46390,46349,46438,46676
0100000US,United States,310M300US39940,39940,"United States - Rexburg, ID Micro Area","Rexburg, ID Micro Area",50842,51047,50714,50545,50896,50905,51991
0100000US,United States,310M300US39980,39980,"United States - Richmond, IN Micro Area","Richmond, IN Micro Area",68902,68663,68304,67854,67406,66984,66568
0100000US,United States,310M300US40080,40080,"United States - Richmond-Berea, KY Micro Area","Richmond-Berea, KY Micro Area",100553,101958,102601,102813,104050,105226,106397
0100000US,United States,310M300US40100,40100,"United States - Rio Grande City, TX Micro Area","Rio Grande City, TX Micro Area",61170,61680,61883,62375,63036,63625,64122
0100000US,United States,310M300US40180,40180,"United States - Riverton, WY Micro Area","Riverton, WY Micro Area",40222,40595,41130,41010,40680,40355,40242
0100000US,United States,310M300US40260,40260,"United States - Roanoke Rapids, NC Micro Area","Roanoke Rapids, NC Micro Area",76456,76145,75178,74129,73555,72756,71766
0100000US,United States,310M300US40300,40300,"United States - Rochelle, IL Micro Area","Rochelle, IL Micro Area",53443,53150,52834,52341,52067,51657,51273
0100000US,United States,310M300US40460,40460,"United States - Rockingham, NC Micro Area","Rockingham, NC Micro Area",46629,46636,46357,46132,45687,45436,44939
0100000US,United States,310M300US40540,40540,"United States - Rock Springs, WY Micro Area","Rock Springs, WY Micro Area",43589,44028,45086,45144,44970,44693,44165
0100000US,United States,310M300US40620,40620,"United States - Rolla, MO Micro Area","Rolla, MO Micro Area",45313,45185,45201,44915,44833,44610,44608
0100000US,United States,310M300US40700,40700,"United States - Roseburg, OR Micro Area","Roseburg, OR Micro Area",107657,107279,107111,106803,106978,107525,108457
0100000US,United States,310M300US40740,40740,"United States - Roswell, NM Micro Area","Roswell, NM Micro Area",65753,65646,65705,65861,65672,65529,65282
0100000US,United States,310M300US40760,40760,"United States - Ruidoso, NM Micro Area","Ruidoso, NM Micro Area",20463,20394,20198,19979,19635,19391,19429
0100000US,United States,310M300US40780,40780,"United States - Russellville, AR Micro Area","Russellville, AR Micro Area",84265,84581,84435,84306,84944,85099,85331
0100000US,United States,310M300US40820,40820,"United States - Ruston, LA Micro Area","Ruston, LA Micro Area",46864,47062,47123,47404,47409,47719,47745
0100000US,United States,310M300US40860,40860,"United States - Rutland, VT Micro Area","Rutland, VT Micro Area",61585,61255,60895,60574,60179,59706,59310
0100000US,United States,310M300US40940,40940,"United States - Safford, AZ Micro Area","Safford, AZ Micro Area",37140,37083,36958,37401,38013,37673,37599
0100000US,United States,310M300US41220,41220,"United States - St. Marys, GA Micro Area","St. Marys, GA Micro Area",50666,50323,51407,51490,52012,52543,53008
0100000US,United States,310M300US41260,41260,"United States - St. Marys, PA Micro Area","St. Marys, PA Micro Area",31859,31796,31627,31431,31139,30879,30480
0100000US,United States,310M300US41400,41400,"United States - Salem, OH Micro Area","Salem, OH Micro Area",107858,107238,106417,105801,105563,104683,103685
0100000US,United States,310M300US41460,41460,"United States - Salina, KS Micro Area","Salina, KS Micro Area",61867,61812,61900,61786,61546,61462,61062
0100000US,United States,310M300US41760,41760,"United States - Sandpoint, ID Micro Area","Sandpoint, ID Micro Area",40918,40824,40436,40668,41511,41796,42536
0100000US,United States,310M300US41780,41780,"United States - Sandusky, OH Micro Area","Sandusky, OH Micro Area",77036,76664,76455,76132,75876,75471,75107
0100000US,United States,310M300US41820,41820,"United States - Sanford, NC Micro Area","Sanford, NC Micro Area",57874,58549,59341,59857,59449,59438,59616
0100000US,United States,310M300US42300,42300,"United States - Sault Ste. Marie, MI Micro Area","Sault Ste. Marie, MI Micro Area",38599,38898,39035,38630,38256,38003,37724
0100000US,United States,310M300US42380,42380,"United States - Sayre, PA Micro Area","Sayre, PA Micro Area",62615,63044,62847,62350,61744,61329,60770
0100000US,United States,310M300US42420,42420,"United States - Scottsbluff, NE Micro Area","Scottsbluff, NE Micro Area",39082,38995,39007,38961,38541,38360,38462
0100000US,United States,310M300US42460,42460,"United States - Scottsboro, AL Micro Area","Scottsboro, AL Micro Area",53181,53275,53087,52939,52580,52298,52138
0100000US,United States,310M300US42620,42620,"United States - Searcy, AR Micro Area","Searcy, AR Micro Area",77333,78116,78670,78635,78532,79013,79263
0100000US,United States,310M300US42740,42740,"United States - Sedalia, MO Micro Area","Sedalia, MO Micro Area",42266,42133,42280,42163,42129,42182,42213
0100000US,United States,310M300US42780,42780,"United States - Selinsgrove, PA Micro Area","Selinsgrove, PA Micro Area",39745,39664,39803,40091,40271,40599,40468
0100000US,United States,310M300US42820,42820,"United States - Selma, AL Micro Area","Selma, AL Micro Area",43820,43207,42748,41950,41532,40893,40008
0100000US,United States,310M300US42860,42860,"United States - Seneca, SC Micro Area","Seneca, SC Micro Area",74355,74233,74603,74954,75221,75744,76355
0100000US,United States,310M300US42900,42900,"United States - Seneca Falls, NY Micro Area","Seneca Falls, NY Micro Area",35246,35353,35380,35272,34904,34848,34777
0100000US,United States,310M300US42940,42940,"United States - Sevierville, TN Micro Area","Sevierville, TN Micro Area",89977,91123,92299,93356,94696,95661,96673
0100000US,United States,310M300US42980,42980,"United States - Seymour, IN Micro Area","Seymour, IN Micro Area",42577,42940,43028,43484,43717,43941,44013
0100000US,United States,310M300US43020,43020,"United States - Shawano, WI Micro Area","Shawano, WI Micro Area",46200,46179,45979,45904,45996,45720,45595
0100000US,United States,310M300US43060,43060,"United States - Shawnee, OK Micro Area","Shawnee, OK Micro Area",69650,70138,70679,71149,71807,71832,72290
0100000US,United States,310M300US43140,43140,"United States - Shelby, NC Micro Area","Shelby, NC Micro Area",97973,97534,97425,97000,97071,96924,97144
0100000US,United States,310M300US43180,43180,"United States - Shelbyville, TN Micro Area","Shelbyville, TN Micro Area",45100,45271,45307,45638,46284,46940,47484
0100000US,United States,310M300US43220,43220,"United States - Shelton, WA Micro Area","Shelton, WA Micro Area",60747,60920,60795,60563,60706,61036,62198
0100000US,United States,310M300US43260,43260,"United States - Sheridan, WY Micro Area","Sheridan, WY Micro Area",29146,29285,29580,29777,29994,30069,30200
0100000US,United States,310M300US43320,43320,"United States - Show Low, AZ Micro Area","Show Low, AZ Micro Area",107714,107435,107037,107443,108178,108363,110026
0100000US,United States,310M300US43380,43380,"United States - Sidney, OH Micro Area","Sidney, OH Micro Area",49311,49243,49133,49134,48939,48917,48623
0100000US,United States,310M300US43460,43460,"United States - Sikeston, MO Micro Area","Sikeston, MO Micro Area",39246,39127,39138,39205,38878,39004,38745
0100000US,United States,310M300US43500,43500,"United States - Silver City, NM Micro Area","Silver City, NM Micro Area",29399,29393,29320,29241,28988,28564,28280
0100000US,United States,310M300US43660,43660,"United States - Snyder, TX Micro Area","Snyder, TX Micro Area",16940,16862,17083,17230,17357,17566,17333
0100000US,United States,310M300US43700,43700,"United States - Somerset, KY Micro Area","Somerset, KY Micro Area",63202,63435,63508,63734,63837,63827,63956
0100000US,United States,310M300US43740,43740,"United States - Somerset, PA Micro Area","Somerset, PA Micro Area",77759,77377,77191,76769,76334,75649,75061
0100000US,United States,310M300US43760,43760,"United States - Sonora, CA Micro Area","Sonora, CA Micro Area",55182,54749,54134,53940,53827,53615,53804
0100000US,United States,310M300US43940,43940,"United States - Spearfish, SD Micro Area","Spearfish, SD Micro Area",24196,24338,24385,24967,24777,24886,25281
0100000US,United States,310M300US43980,43980,"United States - Spencer, IA Micro Area","Spencer, IA Micro Area",16634,16610,16576,16480,16509,16491,16333
0100000US,United States,310M300US44020,44020,"United States - Spirit Lake, IA Micro Area","Spirit Lake, IA Micro Area",16669,16889,16986,16944,16937,17122,17243
0100000US,United States,310M300US44260,44260,"United States - Starkville, MS Micro Area","Starkville, MS Micro Area",47712,47868,48978,49277,49303,49729,49833
0100000US,United States,310M300US44340,44340,"United States - Statesboro, GA Micro Area","Statesboro, GA Micro Area",70580,72653,73162,71873,72735,73213,74722
0100000US,United States,310M300US44460,44460,"United States - Steamboat Springs, CO Micro Area","Steamboat Springs, CO Micro Area",23447,23257,23285,23587,24054,24325,24648
0100000US,United States,310M300US44500,44500,"United States - Stephenville, TX Micro Area","Stephenville, TX Micro Area",37896,39003,39488,40012,40668,41379,41659
0100000US,United States,310M300US44540,44540,"United States - Sterling, CO Micro Area","Sterling, CO Micro Area",22127,22096,21846,21660,21940,21946,21919
0100000US,United States,310M300US44580,44580,"United States - Sterling, IL Micro Area","Sterling, IL Micro Area",58495,58235,57786,57446,57046,56963,56536
0100000US,United States,310M300US44620,44620,"United States - Stevens Point, WI Micro Area","Stevens Point, WI Micro Area",69994,70181,70532,70641,70600,70534,70447
0100000US,United States,310M300US44660,44660,"United States - Stillwater, OK Micro Area","Stillwater, OK Micro Area",77448,77967,78457,79393,80150,80633,81131
0100000US,United States,310M300US44740,44740,"United States - Storm Lake, IA Micro Area","Storm Lake, IA Micro Area",20324,20244,20543,20552,20507,20289,20332
0100000US,United States,310M300US44780,44780,"United States - Sturgis, MI Micro Area","Sturgis, MI Micro Area",61288,61062,60946,60938,61035,60843,60853
0100000US,United States,310M300US44860,44860,"United States - Sulphur Springs, TX Micro Area","Sulphur Springs, TX Micro Area",35201,35314,35391,35414,35840,36177,36400
0100000US,United States,310M300US44900,44900,"United States - Summerville, GA Micro Area","Summerville, GA Micro Area",25956,25683,25629,25045,24849,24882,24824
0100000US,United States,310M300US44920,44920,"United States - Summit Park, UT Micro Area","Summit Park, UT Micro Area",36465,37407,37867,38387,39005,39481,40307
0100000US,United States,310M300US44980,44980,"United States - Sunbury, PA Micro Area","Sunbury, PA Micro Area",94353,94451,94512,94025,93729,93144,92541
0100000US,United States,310M300US45000,45000,"United States - Susanville, CA Micro Area","Susanville, CA Micro Area",34838,34288,33662,32144,31714,31333,30870
0100000US,United States,310M300US45020,45020,"United States - Sweetwater, TX Micro Area","Sweetwater, TX Micro Area",15245,15123,14881,15057,15102,15050,14993
0100000US,United States,310M300US45140,45140,"United States - Tahlequah, OK Micro Area","Tahlequah, OK Micro Area",47118,47740,48051,47923,48294,48369,48700
0100000US,United States,310M300US45180,45180,"United States - Talladega-Sylacauga, AL Micro Area","Talladega-Sylacauga, AL Micro Area",93835,93216,93142,92335,92010,91436,90684
0100000US,United States,310M300US45340,45340,"United States - Taos, NM Micro Area","Taos, NM Micro Area",32904,32931,32817,32991,33046,32887,33065
0100000US,United States,310M300US45380,45380,"United States - Taylorville, IL Micro Area","Taylorville, IL Micro Area",34785,34724,34520,34183,33882,33546,33309
0100000US,United States,310M300US45520,45520,"United States - The Dalles, OR Micro Area","The Dalles, OR Micro Area",25268,25247,25470,25458,25490,25753,26115
0100000US,United States,310M300US45580,45580,"United States - Thomaston, GA Micro Area","Thomaston, GA Micro Area",27066,26962,26626,26488,26229,26292,26335
0100000US,United States,310M300US45620,45620,"United States - Thomasville, GA Micro Area","Thomasville, GA Micro Area",44758,44614,44615,44932,45052,45038,45248
0100000US,United States,310M300US45660,45660,"United States - Tiffin, OH Micro Area","Tiffin, OH Micro Area",56626,56434,56038,55826,55757,55579,55353
0100000US,United States,310M300US45700,45700,"United States - Tifton, GA Micro Area","Tifton, GA Micro Area",40235,41212,40998,40297,40610,40722,40828
0100000US,United States,310M300US45740,45740,"United States - Toccoa, GA Micro Area","Toccoa, GA Micro Area",26150,25742,25701,25552,25414,25500,25751
0100000US,United States,310M300US45860,45860,"United States - Torrington, CT Micro Area","Torrington, CT Micro Area",189771,188968,187487,186760,185110,183776,182571
0100000US,United States,310M300US45900,45900,"United States - Traverse City, MI Micro Area","Traverse City, MI Micro Area",143348,144397,145093,146385,147594,148240,148684
0100000US,United States,310M300US45980,45980,"United States - Troy, AL Micro Area","Troy, AL Micro Area",32964,32999,33113,33592,33020,33376,33286
0100000US,United States,310M300US46020,46020,"United States - Truckee-Grass Valley, CA Micro Area","Truckee-Grass Valley, CA Micro Area",98782,98772,98305,98156,98796,98829,99107
0100000US,United States,310M300US46100,46100,"United States - Tullahoma-Manchester, TN Micro Area","Tullahoma-Manchester, TN Micro Area",100093,100145,100254,100939,101368,102083,102705
0100000US,United States,310M300US46180,46180,"United States - Tupelo, MS Micro Area","Tupelo, MS Micro Area",136364,137314,138832,139540,139578,139856,140460
0100000US,United States,310M300US46300,46300,"United States - Twin Falls, ID Micro Area","Twin Falls, ID Micro Area",100002,100572,100931,102340,103646,104823,106508
0100000US,United States,310M300US46380,46380,"United States - Ukiah, CA Micro Area","Ukiah, CA Micro Area",87807,87442,87409,87207,87449,87353,87628
0100000US,United States,310M300US46460,46460,"United States - Union City, TN-KY Micro Area","Union City, TN-KY Micro Area",38629,38409,37882,37445,37140,36892,36757
0100000US,United States,310M300US46500,46500,"United States - Urbana, OH Micro Area","Urbana, OH Micro Area",40060,39873,39574,39463,39094,38998,38747
0100000US,United States,310M300US46620,46620,"United States - Uvalde, TX Micro Area","Uvalde, TX Micro Area",26446,26595,26761,26925,27192,27112,27285
0100000US,United States,310M300US46740,46740,"United States - Valley, AL Micro Area","Valley, AL Micro Area",34101,34006,34084,34123,33996,34043,33843
0100000US,United States,310M300US46780,46780,"United States - Van Wert, OH Micro Area","Van Wert, OH Micro Area",28664,28698,28715,28459,28440,28529,28362
0100000US,United States,310M300US46820,46820,"United States - Vermillion, SD Micro Area","Vermillion, SD Micro Area",13840,14033,14125,13983,13998,13951,14086
0100000US,United States,310M300US46860,46860,"United States - Vernal, UT Micro Area","Vernal, UT Micro Area",32446,33275,34682,35737,36958,37789,36373
0100000US,United States,310M300US46900,46900,"United States - Vernon, TX Micro Area","Vernon, TX Micro Area",13503,13436,13265,13157,12956,13037,12892
0100000US,United States,310M300US46980,46980,"United States - Vicksburg, MS Micro Area","Vicksburg, MS Micro Area",58388,58060,57574,57477,57171,56713,56279
0100000US,United States,310M300US47080,47080,"United States - Vidalia, GA Micro Area","Vidalia, GA Micro Area",36399,36260,36100,36190,36118,36160,36256
0100000US,United States,310M300US47180,47180,"United States - Vincennes, IN Micro Area","Vincennes, IN Micro Area",38390,38473,38019,38103,38021,37891,37744
0100000US,United States,310M300US47240,47240,"United States - Vineyard Haven, MA Micro Area","Vineyard Haven, MA Micro Area",16556,16678,16793,17146,17283,17217,17246
0100000US,United States,310M300US47340,47340,"United States - Wabash, IN Micro Area","Wabash, IN Micro Area",32856,32587,32437,32354,32255,32075,31762
0100000US,United States,310M300US47420,47420,"United States - Wahpeton, ND-MN Micro Area","Wahpeton, ND-MN Micro Area",22907,22856,22837,22840,22871,22782,22711
0100000US,United States,310M300US47540,47540,"United States - Wapakoneta, OH Micro Area","Wapakoneta, OH Micro Area",45932,45812,45869,45886,45860,45847,45894
0100000US,United States,310M300US47620,47620,"United States - Warren, PA Micro Area","Warren, PA Micro Area",41755,41502,41239,40947,40690,40344,40025
0100000US,United States,310M300US47660,47660,"United States - Warrensburg, MO Micro Area","Warrensburg, MO Micro Area",52729,53457,54465,54483,54382,53874,53942
0100000US,United States,310M300US47700,47700,"United States - Warsaw, IN Micro Area","Warsaw, IN Micro Area",77336,77359,77731,78050,78619,78815,79092
0100000US,United States,310M300US47780,47780,"United States - Washington, IN Micro Area","Washington, IN Micro Area",31746,31951,32139,32276,32697,32836,32969
0100000US,United States,310M300US47820,47820,"United States - Washington, NC Micro Area","Washington, NC Micro Area",47787,47707,47497,47496,47505,47543,47526
0100000US,United States,310M300US47920,47920,"United States - Washington Court House, OH Micro Area","Washington Court House, OH Micro Area",29013,28908,28838,28754,28683,28646,28676
0100000US,United States,310M300US47980,47980,"United States - Watertown, SD Micro Area","Watertown, SD Micro Area",27220,27418,27607,27867,27980,27913,28063
0100000US,United States,310M300US48020,48020,"United States - Watertown-Fort Atkinson, WI Micro Area","Watertown-Fort Atkinson, WI Micro Area",83682,83882,84400,84576,84450,84640,84625
0100000US,United States,310M300US48100,48100,"United States - Wauchula, FL Micro Area","Wauchula, FL Micro Area",27740,27633,27379,27255,27264,27252,27360
0100000US,United States,310M300US48180,48180,"United States - Waycross, GA Micro Area","Waycross, GA Micro Area",55182,54931,54720,54745,54583,54552,54909
0100000US,United States,310M300US48220,48220,"United States - Weatherford, OK Micro Area","Weatherford, OK Micro Area",27490,27722,28511,29298,29522,29614,29293
0100000US,United States,310M300US48460,48460,"United States - West Plains, MO Micro Area","West Plains, MO Micro Area",40569,40609,40580,40234,40168,40135,40210
0100000US,United States,310M300US48500,48500,"United States - West Point, MS Micro Area","West Point, MS Micro Area",20548,20493,20384,20339,20139,20022,19850
0100000US,United States,310M300US48580,48580,"United States - Whitewater-Elkhorn, WI Micro Area","Whitewater-Elkhorn, WI Micro Area",102192,102773,103030,102965,103427,102725,102959
0100000US,United States,310M300US48780,48780,"United States - Williston, ND Micro Area","Williston, ND Micro Area",22586,24407,26741,29608,32143,35387,34337
0100000US,United States,310M300US48820,48820,"United States - Willmar, MN Micro Area","Willmar, MN Micro Area",42247,42261,42452,42546,42498,42559,42495
0100000US,United States,310M300US48940,48940,"United States - Wilmington, OH Micro Area","Wilmington, OH Micro Area",41903,41912,41828,41868,41819,41852,41902
0100000US,United States,310M300US48980,48980,"United States - Wilson, NC Micro Area","Wilson, NC Micro Area",81251,81444,81755,81603,81379,81686,81661
0100000US,United States,310M300US49080,49080,"United States - Winnemucca, NV Micro Area","Winnemucca, NV Micro Area",16592,16634,17068,17336,17209,17002,16842
0100000US,United States,310M300US49100,49100,"United States - Winona, MN Micro Area","Winona, MN Micro Area",51419,51363,51368,51346,51125,50939,50948
0100000US,United States,310M300US49220,49220,"United States - Wisconsin Rapids-Marshfield, WI Micro Area","Wisconsin Rapids-Marshfield, WI Micro Area",74785,74588,74306,73892,73514,73288,73107
0100000US,United States,310M300US49260,49260,"United States - Woodward, OK Micro Area","Woodward, OK Micro Area",19977,20078,20622,21177,21453,21488,20814
0100000US,United States,310M300US49300,49300,"United States - Wooster, OH Micro Area","Wooster, OH Micro Area",114433,114654,115045,115317,115796,116108,116470
0100000US,United States,310M300US49380,49380,"United States - Worthington, MN Micro Area","Worthington, MN Micro Area",21396,21587,21708,21750,21622,21717,21848
0100000US,United States,310M300US49460,49460,"United States - Yankton, SD Micro Area","Yankton, SD Micro Area",22454,22503,22595,22676,22693,22666,22616
0100000US,United States,310M300US49780,49780,"United States - Zanesville, OH Micro Area","Zanesville, OH Micro Area",86220,86241,85872,85735,85975,86305,86068
0100000US,United States,310M300US49820,49820,"United States - Zapata, TX Micro Area","Zapata, TX Micro Area",14075,14195,14235,14358,14338,14397,14349
